text,label
"ظهور التضاد وخفاؤه:
والتضاد بين المعنيين قد يكون ظاهرا كما في الأمثلة السابقة، وقد يكون خفيا كقوله تعالى: مِمَّا خَطِيئاتِهِمْ أُغْرِقُوا فَأُدْخِلُوا ناراً (١) فإدخال النار ليس ضد الإغراق في المعنى، ولكنه يستلزم ما يقابله وهو الإحراق؛ فإن من دخل النار احترق، والاحتراق ضد الغرق.
ومثله أيضا قوله تعالى: مُحَمَّدٌ رَسُولُ اللَّهِ وَالَّذِينَ مَعَهُ أَشِدَّاءُ عَلَى الْكُفَّارِ رُحَماءُ بَيْنَهُمْ. فالمطابقة هنا هي في الجمع بين «أشداء ورحماء» فلفظة «رحماء» ليست ضدا في المعنى «لأشداء» ولكن الرحمة تستلزماللين المقابل للشدة، لأن من رحم لان قلبه ورق. ومن هذه الناحية الخفية صحت المطابقة.",1
"ومنه شعرا قول الحماسي:
لهم جلّ مالي إن تتابع لي غنى … وإن قل مالي لا أكلفهم رفدا (١)
ففي قوله «تتابع لي غنى» معنى الكثرة التي هي ضد القلة.
أما قول أبي الطيب المتنبي:
لمن تطلب الدنيا إذا لم ترد بها … سرور محب أو إساءة مجرم؟
فهو من المطابقة الفاسدة، لأن المجرم ليس بضد في المعنى للمحب بوجه ما، وليس للمحب ضد إلا المبغض.",1
"قال: وافيت الحج فرأيت في الطواف فتى ظريفاً خفيف الروح يعصب به جماعة حتى قضى طوافه وصلاته فقلت: من هذا؟ فقيل أبو نواس الحسن بن هاني فسلمت عليه وفاوضته وأخبرته بنفاق أشعاره وأخباره بصنعاء وسألته شيئاً منه فقال: تطلبني مثل هذا وعندكم بكر بن مرداس قال: قلت وإنه عندك بهذه المنزلة؟ فقال: اما هو القائل:
يا إخوتي إن الطبيب الذي … ترجون أن يبرئني مسقمي
وما ألى نصحاً ولكنه … عن علم ما بي من سقام عمي
فسائلوه عن عقاقيره … وسائلوه ما الذي احتمي",1
"بذلك الجميل عن أذاء الناس فلم يكن بالمرتفع. ومن شعراء صنعاء بل من باديتها عبد الخالق بن أبي الطلح الشهابي وكان مطبوعا مفوّها مفلقاً وقد أثبتنا قصائد من شعره في الكتاب الأول من الإكليل مع أخبار بني شهاب. ومن شعراء صنعاء نفسها إبراهيم ابن الجدوية وقد ذكرنا شيئاً من شعره في كتاب الإكليل وكان مطبوعاً في الشعر وكان في الرجز أبرع وكان ربما يشابه في بعض مذهبه الكميت في مثل كلمته في العلوي الناصر:
ناصر الدين لم تزل منصورا … شكر الله سعيك المشكورا
وله في أبي الحسين الرسي مرثية وهي:
وهت عضد الإسلام واندقَّ كاهله … وغالت بينه في الأنام غوائله
وكان يستغرق أكثر شعره هجاء السوقة والسقاط ومن احسن شعره كلمته في أسعد بن أبي يعفر وأولها:
يا طائرين أخال البين فارتفعا … أن النوى قد قضت أوطارها فقعا",1
"وله إلى يزيد بن منصور - عامل أبي جعفر المنصور على اليمن وقدم إلى صنعاء في أول سنة أربع وخمسين ومئة فأقام بها باقي خلافة المنصور وسنة من خلافة المهدي وكان قدومه بعد الفرات بن سالم: أما بعد فإنه قدم عليَّ كتاب من الأمير حفظه الله مع رسوله نعمان الهمداني يأمرني أن أبعث إليه بفرض الفرات بن سالم - يريد بالفرض شيئاً كان فرضه على أهل اليمن - وأنا أخبر الأمير أكرمه الله أنه كان قدم علينا قبل كتابه كتاب الله تعالى مع رسوله محمد ﷺ يأمرنا فيه أن نفرق ما جمع الفرات وأن نهدم ما بنى، وأن نوالي من عادى وأن نُعادي من والى، ونظرت في الرسالتين وقست بين الرسولين بغير تحيز عرض ولا لشبهة بحمد الله دخلت فرأيت أن لا انقض ما جاء به محمد بن عبد الله لما قدم به النعمان لعنه الله وغضب عليه. وعلمت أنه من يزغ منا عن أمر الله يذقه من عذاب السعير، فليقض الأمير حفظه الله في ما كان قاضياً ثم ليعجل ذلك ولا ينظرني فوالله إن العافية لفي عقابه وإن العقاب لفي عافيته وإن الموت لخير من الحياة معه، إذا كان هذا الجد منه والحق عنده والسلام.",1
"ولبشر أيضاً: أما بعد فإن من الناس من تحمُّل حاجته أهون من فحش طلبه، ومنهم من حمل عداوته أخف من ثقل صداقته، ومنهم من إفراط لائمته أحسن من قدر مدحته، وإن الله خلق فلانا ليغم الدنيا ويقذر به أهلها فهو على قذره فيها من حجج الله على أهلها، فأسأل لذي فتن الأرض بحياته وغم أهلها ببقائه أن يديل بطنها من ظهرها والسلام.
ومن بشر إلى الشافعي في عبد الله بن مصعب: أما بعد فإنك تسألني عن عبد الله كأنك هممت به إذ سرك القدوم عليه فلا تفعل يرحمك الله، فإن الطمع بما عنده لا يخطر على القلب إلا من سوء التوكل على الله ﷿، وإن رجاء ما في يده لا يكون إلا بعد اليأس من روح الله، لأنه يرى الإفتار الذي نهى الله عنه هو إسراف الذي يعذب الله عليه، وإن الصدقة منسوخة، وأن الضيافة مرفوعة، وأن إيثار المرء على نفسه عند الخصاصة إحدى الكبائر الموجبة الهلكة، وكأنه لم يسمع بالمعروف إلا في الجاهلية الأولى الذي قطع الله دابرهم ونهى المسلمين عن اتباع آثارهم، وكأن الرجفة لم تصب أهل مدين عنده إلا لسخاء كان فيهم، ولم يهلك الريح العقيم عاداً إلا لتوسع ذكر منهم، وهو يخاف العقاب على الإنفاق، ويرجو الثواب على الإقتار، ويعد نفسه الفقر، ويأمرها بالبخل، خيفة أن ينزل به بعض قوارع الظالمين، ويصيبه ما أصاب القوم المجرمين، فأقم يرحمك الله على مكانك، واصطبر على عسترك وتربص به الدوائر، عسى الله أن يبدلنا وإياك خيراً منه زكاة وأقرب رحماً والسلام.",1
"ومنه إلى بشَّار بن رضابة: أما بعد فإني رأيتك في أول زمانك تغدو على العلماء وتروح عنهم، وتحدث عن الله وعن ملائكته ورسله، وقد أصبحت تحدث عن معن وعن عمالَّه، وعن أبي مسلم وعن أصحابه، فبئس للظالمين بدلاً، فمن خلَّفت على أهلك أو على من تتكل في هول سفرك أو بمن تثق في حال غربتك؟ أبا الله أم عليه؟ وكيف ولست أخشى عليك إلا من قبله لأنه قد اعذر إليك وأنذر، فعصيت أمره، وأطعت أعداءه، وخرجت مغاضبا تظن أن لن يقدر عليك، فاتق على نفسك الزلل، وأنزل عن دابتك في كل جبل، فإذا استويت أنت ومن معك على ظهورها فلا تقل: سبحان الذي سخر لنا هذا لأن الله ﵎ قد كره أن يحمد على ما نهى عنه ولكن قل: ربنَّا من قدم لنا هذا فزده عذاباً ضعفا في النار والسلام.",1
"(وأما) بيان أن المسح على الجبائر هل هو واجب أم لا؟ فقد ذكر محمد في كتاب الصلاة عن أبي حنيفة أنه إذا ترك المسح على الجبائر، وذلك يضره أجزأه وقال أبو يوسف، ومحمد: إذا كان ذلك لا يضره لم يجز، فخرج جواب أبي حنيفة في صورة، وخرج جوابهما في صورة أخرى، فلم يتبين الخلاف.
ولا خلاف في أنه إذا كان المسح على الجبائر يضره أنه يسقط عنه المسح؛ لأن الغسل يسقط بالعذر، فالمسح أولى وأما إذا كان لا يضره فقد حقق بعض مشايخنا الاختلاف، فقال على قول أبي حنيفة: المسح على الجبائر مستحب، وليس بواجب، وهكذا ذكر قول أبي حنيفة في اختلاف زفر، ويعقوب، وعندهما واجب، وحجتهما ما روينا عن علي رضي الله عنه أن رسول الله صلى الله عليه وسلم «أمر عليا رضي الله عنه بالمسح على الجبائر بقوله: امسح عليها» ، ومطلق الأمر للوجوب، ولأبي حنيفة أن الفرضية لا تثبت إلا بدليل مقطوع به.
وحديث علي رضي الله عنه من أخبار الآحاد، فلا تثبت الفرضية به وقال بعض مشايخنا: إذا كان المسح لا يضره يجب بلا خلاف ويمكن التوفيق بين حكاية القولين، وهو أن من قال: "" إن المسح على الجبائر ليس بواجب عند أبي حنيفة "" عنى به أنه ليس بفرض عنده لما ذكرنا أن المفروض اسم لما ثبت وجوبه بدليل مقطوع به، ووجوب المسح على الجبائر ثبت بحديث علي رضي الله عنه وأنه من الآحاد فيوجب العمل دون العلم.",1
"ومن قال إن المسح على الجبائر واجب عندهما فإنما عنى به وجوب العمل لا الفرضية، وعلى هذا لا يتحقق الخلاف لأنهما يقولان بفرضية المسح على الجبائر لانعدام دليل الفرضية، بل بوجوبه من حيث العمل؛ لأن مطلق الأمر يحمل على الوجوب في حق العمل، وإنما الفرضية تثبت بدليل زائد، وأبو حنيفة رضي الله عنه يقول بوجوبه في حق العمل، والجواز، وعدم الجواز يكون مبنيا على الوجوب، وعدم الوجوب في حق العمل، ولو ترك المسح على بعض الجبائر، ومسح على البعض لم يذكر هذا في ظاهر الرواية.
وعن الحسن بن زياد أنه قال: إن مسح على الأكثر جاز، وإلا فلا، بخلاف مسح الرأس، والمسح على الخفين أنه لا يشترط فيهما الأكثر لأن هناك ورد الشرع بالتقدير، فلا تشترط الزيادة على المقدر، وههنا لا تقدير من الشرع بل ورد بالمسح على الجبائر، فظاهره يقتضي الاستيعاب، إلا أن ذلك لا يخلو عن ضرب حرج فأقيم الأكثر مقام الجميع، والله أعلم.",1
"مطلب نواقض المسح على الجبائر.
(وأما) بيان ما ينقض المسح على الجبائر،، وبيان حكمه إذا انتقض فسقوط الجبائر عن برء ينقض المسح، وجملة الكلام فيه أن الجبائر إذا سقطت فإما أن تسقط لا عن برء أو عن برء.
وكل ذلك لا يخلو من أن يكون في الصلاة أو خارج الصلاة، فإن سقطت لا عن برء في الصلاة مضى عليها، ولا يستقبل، وإن كان خارج الصلاة يعيد الجبائر إلى موضعها، ولا يجب عليه إعادة المسح، وكذلك إذا شدها بجبائر أخرى غير الأولى، بخلاف المسح على الخفين إذا سقط الخف في حال الصلاة أنه يستقبل، وإن سقط خارج الصلاة يجب عليه الغسل، والفرق أن هناك سقوط الغسل لمكان الحرج كما في النزع، فإذا سقط فقد زال الحرج، وههنا السقوط بسبب العذر، وأنه قائم فكان الغسل ساقطا، وإنما وجب المسح، والمسح قائم، وإنما زال الممسوح، كما إذا مسح على رأسه، ثم حلق الشعر أنه لا يجب إعادة المسح، وإن زال الممسوح كذلك ههنا.
وإن سقطت عن برء فإن كان خارج الصلاة، وهو محدث فإذا أراد أن يصلي توضأ، وغسل موضع الجبائر إن كانت الجراحة على أعضاء الوضوء، وإن لم يكن محدثا غسل موضع الجبائر لا غير، لأنه قدر على الأصل فبطل حكم البدل فيه، فوجب غسله لا غير؛ لأن حكم الغسل، وهو الطهارة في سائر الأعضاء قائم لانعدام ما يرفعها، وهو الحدث، فلا يجب غسلها، وإن كان في حال الصلاة يستقبل لقدرته على الأصل قبل حصول المقصود بالبدل
 
ولو مسح على الجبائر وصلى أياما، ثم برأت جراحته لا يجب عليه إعادة ما صلى بالمسح، وهذا قول أصحابنا وقال الشافعي: إن كان الجبر على الجرح، والقرح يعيد قولا واحدا، وإن كان على الكسر فله فيه قولان وجه قوله أن هذا عذر نادر، فلا يمنع وجوب القضاء عند زواله كالمحبوس في السجن إذا لم يجد الماء ووجد ترابا نظيفا أنه يصلي بالتيمم، ثم يعيد إذا خرج من السجن كذلك ههنا.",1
"(ولنا) ما روينا من حديث علي رضي الله عنه أن «النبي صلى الله عليه وسلم أمره بالمسح على الجبائر» ، ولم يأمره بإعادة الصلاة مع حاجته إلى البيان.
 
(وأما) بيان ما يفارق فيه المسح على الجبائر المسح على الخفين (فمنها) : أن المسح على الجبائر غير مؤقت بالأيام، بل هو مؤقت بالبرء، والمسح على الخفين مؤقت بالأيام للمقيم يوم، وليلة، وللمسافر ثلاثة أيام، ولياليها؛ لأن التوقيت بالشرع، والشرع وقت هناك بقوله: "" يمسح المقيم يوما، وليلة، والمسافر ثلاثة أيام بلياليها "" ولم يؤقت ههنا بل أطلق بقوله: "" امسح عليها "".
 
(ومنها) : أنه لا تشترط الطهارة لوضع الجبائر، حتى لو وضعها، وهو محدث، ثم توضأ جاز له أن يمسح عليها، وتشترط الطهارة للبس الخفين، حتى لو لبسهما، وهو محدث، ثم توضأ لا يجوز له المسح على الخفين؛ لأن المسح على الجبائر كالغسل لما تحتها، فإذا مسح عليها فكأنه غسل ما تحتها لقيامه مقام الغسل، والخف جعل مانعا من نزول الحدث بالقدمين لا رافعا لهولا يتحقق ذلك إلا وأن يكون لابس الخف على طهارة وقت الحدث بعد اللبس",1
"‌‌[فصل شرائط أركان الوضوء]
(فصل) :
وأما شرائط أركان الوضوء (فمنها) أن يكون الوضوء بالماء، حتى لا يجوز التوضؤ بما سوى الماء من المائعات كالخل، والعصير، واللبن، ونحو ذلك لقوله تعالى {يا أيها الذين آمنوا إذا قمتم إلى الصلاة فاغسلوا وجوهكم وأيديكم إلى المرافق وامسحوا برءوسكم وأرجلكم إلى الكعبين} [المائدة: 6] ، والمراد منه الغسل بالماء، لأنه تعالى قال في آخر الآية {وإن كنتم جنبا فاطهروا وإن كنتم مرضى أو على سفر أو جاء أحد منكم من الغائط أو لامستم النساء فلم تجدوا ماء فتيمموا صعيدا طيبا} [المائدة: 6] نقل الحكم إلى التراب عند عدم الماء، فدل على أن المنقول منه هو الغسل بالماء، وكذا الغسل المطلق ينصرف إلى الغسل المعتاد، وهو الغسل بالماء.
 
(ومنها) : أن يكون بالماء المطلق؛ لأن مطلق اسم الماء ينصرف إلى الماء المطلق، فلا يجوز التوضؤ بالماء المقيد، والماء المطلق هو الذي تتسارع أفهام الناس إليه عند إطلاق اسم الماء، كماء الأنهار، والعيون، والآبار، وماء السماء، وماء الغدران، والحياض، والبحار، فيجوز الوضوء بذلك كله سواء كان في معدنه، أو في الأواني؛ لأن نقله من مكان إلى مكان لا يسلب إطلاق اسم الماء عنه، وسواء كان عذبا أو ملحا؛ لأن الماء الملح يسمى ماء على الإطلاق وقال النبي صلى الله عليه وسلم «خلق الماء طهورا لا ينجسه شيء إلا ما غير لونه، أو طعمه أو ريحه» ، والطهور هو الطاهر في نفسه المطهر لغيره.
وقال الله تعالى {وأنزلنا من السماء ماء طهورا} [الفرقان: 48] وقال الله تعالى {وينزل عليكم من السماء ماء ليطهركم به} [الأنفال: 11] .
وروي أن رسول الله صلى الله عليه وسلم «سئل عن البحر فقال هو الطهور ماؤه الحل ميتته» .
وروي أنه صلى الله عليه وسلم «سئل عن المياه التي تكون في الفلوات، وما ينوبها من الدواب، والسباع فقال: لها ما أخذت في بطونها، وما أبقت فهو لنا شراب، وطهور» «، وكان النبي صلى الله عليه وسلم يتوضأ من آبار المدينة».",1
